0/speaker,0/utterance,0/emotion,0/annotation,1/speaker,1/utterance,1/emotion,1/annotation,2/speaker,2/utterance,2/emotion,2/annotation,3/speaker,3/utterance,3/emotion,3/annotation,4/speaker,4/utterance,4/emotion,4/annotation,5/speaker,5/utterance,5/emotion,5/annotation,6/speaker,6/utterance,6/emotion,6/annotation,7/speaker,7/utterance,7/emotion,7/annotation,8/speaker,8/utterance,8/emotion,8/annotation,9/speaker,9/utterance,9/emotion,9/annotation,10/speaker,10/utterance,10/emotion,10/annotation,11/speaker,11/utterance,11/emotion,11/annotation,12/speaker,12/utterance,12/emotion,12/annotation,13/speaker,13/utterance,13/emotion,13/annotation,14/speaker,14/utterance,14/emotion,14/annotation,15/speaker,15/utterance,15/emotion,15/annotation,16/speaker,16/utterance,16/emotion,16/annotation,17/speaker,17/utterance,17/emotion,17/annotation,18/speaker,18/utterance,18/emotion,18/annotation,19/speaker,19/utterance,19/emotion,19/annotation,20/speaker,20/utterance,20/emotion,20/annotation,21/speaker,21/utterance,21/emotion,21/annotation,22/speaker,22/utterance,22/emotion,22/annotation,23/speaker,23/utterance,23/emotion,23/annotation
Joey,Remember when you where a kid and your Mom would drop you off at the movies with a jar of jam and a little spoon?,neutral,4100000,Rachel,You're so pretty.,joy,2300000,Phoebe,Hi!,joy,1400000,All,"Hey, Phoebe.",neutral,5000000,Phoebe,"Hey, oh, you know that guy who's been following me? I talked to him today.",neutral,5000000,Joey,You talked to him. Are you crazy?,surprise,0001040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoebe,"Thank you, Happy Holidays.",joy,0500000,Phoebe,"Now, that's trash. Young lady, you can't  Hey! Stop that young lady, she donated trash!",anger,0000401,Phoebe,Hey!!,non-neutral,0001220,Phoebe,The charity's on fire!,fear,0004010,Phoebe,Help!,fear,0005000,Phoebe,Oh good!,joy,0401000,Phoebe,"Thank you, I need that.",joy,1400000,Phoebe,Whoa!,surprise,0001040,Phoebe,What is that?!,surprise,0001040,Phoebe,It's nine o'clock in the morning!,surprise,0100130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female Clerk,Can I help you?,neutral,5000000,Joey,"Uh yeah, where-wheres the guy who decides whos pictures go up on the wall?",neutral,4000010,Female Clerk,Hes not here right now.,neutral,5000000,Joey,"Oh, youre kidding me!",anger,0100310,Joey,"All-all right, well make sure you tell him that Joey Tribbiani stopped by to drop off all of these clothes.",neutral,5000000,Joey,Okay?,neutral,5000000,Joey,Im an actor; Im kinda getting my picture up there on the wall.,neutral,5000000,Female Clerk,"Yknow, there are two people who could put your picture up there.",neutral,5000000,Joey,"Oh really? Well, maybe you and I go out for drinks?  Youre the other one right?",neutral,4000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoebe,"Yeah, and it really freaked me out! And after a while I even tried to hurt you and it just spurred you on.",non-neutral,0000221,Monica,What?! Youre crazy! Theres nothing sexual about the noises I make!,surprise,0000041,Phoebe,Really?,surprise,1000040,Phoebe,Theres nothing sexual about this?,non-neutral,1000022,Phoebe,Oooh.,non-neutral,2100110,Phoebe,Oo God!,non-neutral,1200011,Phoebe,Ohh.,non-neutral,1200101,Phoebe,Ohhhh.,non-neutral,1200011,Phoebe,Ohh.,non-neutral,1200101,Phoebe,What are you looking at?!,non-neutral,1000121,Phoebe,I mean hi.,neutral,4000010,Monica,"Oh myThis is so embarrassing. Oh my God, Im never gonna get massaged again!",non-neutral,0011102,Phoebe,"No, you cant let this stop you from getting massages!",non-neutral,1002020,Phoebe,"No look, I have, I have lots of clients that make the same noises you do!",neutral,4001000,Monica,Really?!,surprise,0000050,Phoebe,"Well not clients, lovers. But lets just yknow, try it again. Come back and-and well work through it.",neutral,4000010,Monica,Are you sure?,surprise,2000030,Phoebe,Yes.,neutral,5000000,Monica,I guess.,neutral,5000000,Phoebe,"Great! Okay, if youll just excuse me.  So, did you hear something you liked?",joy,1400000,,,,,,,,,,,,,,,,
Monica,Noo!!!,non-neutral,0002210,Chandler,Yes!,non-neutral,2100110,Monica,Noo!!,non-neutral,0002210,Chandler,Yes!!,non-neutral,2000120,Monica,Oh no! My parents have never seen me drunk!  That they know of.,fear,0005000,Chandler,"Okay, heres the thing. Were gonna get you some coffee and they will never know that youre drunk.",neutral,5000000,Monica,Really?! You promise?,non-neutral,0201020,Chandler,"Yeah, Ill take care of it.",neutral,5000000,Monica,Okay. I love you so much.,joy,0500000,Chandler,Okay we have to do something about your breath.,neutral,3000002,Monica,What about,surprise,2000030,Chandler,"Thats still yours. Okay, now remember its a surprise party. So, when you go in, act surprised.",neutral,5000000,Monica,Okay. I can do that.,neutral,5000000,Chandler,Okay.,neutral,5000000,All,Surprise!!!,surprise,1100030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ross,"Thanks for the coffee, or bedankt voor de koffie, Gunter.",neutral,4100000,Ross,"Yeah, were done.",neutral,3000002,Ross,Ezel? Ezel? Ezel?,surprise,1000040,Joey,"Hey Ross! Listen, do you want to go see that new Imax movie on tide pools?",joy,1300010,Ross,Really?!,surprise,0000050,Joey,"No. But I got Knicks tickets for you, me, and Chandler.",neutral,4100000,Ross,Sweet!,joy,0500000,Joey,"All right, well finish your coffee; lets go.",neutral,5000000,Chandler,"Ah, no-no-no just Ross. Ross and Joey is embarrassing enough.",disgust,1001003,Ross,"Uh actually, sorry I cant even make it. Im seeing Mona again tonight.",neutral,4010000,Chandler,I understand: who would cancel an actual date to go to a fake bachelor party?,non-neutral,1000022,Joey,Im sorry I gotta cancel tonight baby,sadness,2030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,"So it's down to these two, Nancy I know you like this one and I think I agree. Rachel, what do you think?",neutral,5000000,Rachel,"Well umm, that one is pretty but uh, I just, I just love this fabric  Sorry.",non-neutral,2011010,Kim,"Oh don't be sorry, that's part of your job here to give your opinions and then I take credit for them--I'm kidding.",neutral,3200000,Nancy,"She is kidding, but don't ever disagree with her again. Okay, now I'm kidding!",joy,1310000,Rachel,"Oh, what a fun office.",joy,2300000,Kim,"I don't know which one, but I do know I need a cigarette.",neutral,3010001,Kim,"So what do you say we take a break, we go outside, and we'll figure this out when we come back?",neutral,5000000,Kim,Rachel? Do you smoke?,neutral,5000000,Rachel,"Oh no, my dad's a doctor and he would always tell me just horror storiesabout ghosts and goblins who totally supported the princess's right to smoke.",neutral,3011000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joey,What?,neutral,4000010,Ross,Peach pit.,neutral,5000000,Chandler,"Yes, Bunny?",neutral,5000000,Ross,"Peach pit. That night we, uh- we had-",neutral,5000000,Joey,-Peaches?,neutral,4000010,Ross,"Actually, nectarines, but basically...",neutral,5000000,Chandler,Could've been a peach.,neutral,5000000,Ross,"Then, uh, then we got dressed, and I-I... I walked her to the-  -the bus stop... I'm fine.",neutral,5000000,Joey,"Hey, that woman's got an ass like Carol's!  What? Thought we were trying to find stuff.",non-neutral,2000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joey,All right!,joy,1300010,Joey,Westminster Abbey!,joy,1300010,Joey,"Hands down, best Abbey Ive ever seen.",joy,2300000,Joey,Hey!,joy,1300010,Joey,Okay.,neutral,5000000,Joey,"What do you think of the Abbey, Chandler?",neutral,5000000,Chandler,"I think its great. Its great. Yknow, theyre thinking of changing the name of this place.",neutral,4100000,Joey,Really? To what?,surprise,2000030,Chandler,To Put the Camera Away!!!,non-neutral,1100111,Joey,"Man,",neutral,3000011,Chandler,"Y'know, I can't believe I'm getting my nails done!  And",surprise,0100040,Rachel,"Chandler, theres a guy right over there.",neutral,4001000,Chandler,Thats a mailman! Thats,surprise,2000030,Rachel,"Chandler, dont worry! This doesnt make you any less of a guy!",neutral,3200000,Chandler,"Hey, you know who used to have nails like that?",neutral,5000000,Rachel,Hmm.,neutral,5000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandler,"Eh..., I dont, I dont know.",non-neutral,2011100,Rachel,What?,neutral,4000100,Chandler,"Well, as old as he is in dog years, do you think Snoopy should still be allowed to fly this thing?",non-neutral,2012000,Gunther,Rachel?,neutral,4100000,Rachel,Yeah.,neutral,5000000,Gunther,"Do you remember when you first came here, how you spent two weeks getting trained by another waitress?",neutral,4000010,Rachel,"Oh, sure! Do you need me to train somebody new?",non-neutral,2200010,Gunther,"Good one. Actually, ah, Terry wants you to take the training again, whenever.",neutral,3100001,Rachel,"Eh, do you believe that?",non-neutral,2010110,Chandler,Yeah?,neutral,3000020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandler,"Hey honey, you got the kind with the little girl, you said we were gonna to get the kind with the baby.",non-neutral,2011010,Monica,"No, you said the baby creeps you out.",neutral,5000000,Chandler,"No, the little girl creeps me out.",non-neutral,2002001,Monica,You said the baby.,neutral,3000110,Chandler,Why would the baby creep me out?,non-neutral,2000021,Monica,Why would the little girl creep you out?,non-neutral,1000121,Phoebe,"You guys, Im sorry, could you please talk a little slower?",neutral,5000000,Chandler,This is going in your book?,surprise,1100030,Phoebe,"Yeah, its about relationships. Yknow? The traps, the pitfalls, what not to do, keep going. This stuff is great!",joy,2300000,Monica,What?! Excuse me!,surprise,0000140,Phoebe,And how none of it matters when the people really love each other.,neutral,4100000,Phoebe,And how people will believe anything you tell them as long as its a compliment.,neutral,3100010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ross,Yeah!!!!,joy,1400000,Ross,"Yes, I made it!",joy,0400010,Ross,Im on time!,joy,0400010,Ross,"Okay, why dont we all uh,  open our books to page 23.",neutral,5000000,Ross,Where  Where you will seea uha bunch of uhred spots.,neutral,5000000,Ross,"Okay,  umm, why dont, why dont you all start to read, while I",neutral,5000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachel,"Yeah, all right. All right! Just keep walkin'! All right?",non-neutral,1010210,Rachel,"Ross! What are you I'm sorry sir. I just, I think he just really likes you.",non-neutral,1010120,Ross,Hey! Y'know that teacher who had a baby with her student?,neutral,3000020,Ross,What the? What,surprise,0000041,Rachel,Hi!,non-neutral,2200010,Flight Attendant,Miss? May I help you?,neutral,5000000,Chandler,"Okay look, don't...don't be mad okay?",non-neutral,2012000,Chandler,"But after I unpacked the boxes I wanted to do something nice for you, so, I-I-I cleaned the apartment.",neutral,3011000,Chandler,"So I moved everything around and then I forgot where it, where it went back and I'm sorry, I'm very sorry, I'm sorry, I'm sorry.",sadness,0041000,Monica,"It's okay. Chandler, are you afraid of me or something?",neutral,3010010,Chandler,Do you want me to be afraid of you?,neutral,3011000,Monica,Of course not.,neutral,4010000,Monica,"I mean gosh, Chandler what you did, it's, it's a wonderful thing and I really appreciate it.",joy,1310000,Monica,"I know I have this weird thing where I want everything to be in the perfect place, but I'd never expect you to worry about that.",non-neutral,2120000,Chandler,Really?,surprise,1000040,Monica,Of course!,neutral,3100010,Chandler,Oh well you're the best. You come here to me.,non-neutral,2200010,Monica,"All right, hold on okay? First thing's first.  Okay, now did Ross sit",neutral,4001000,,,,,,,,,,,,,,,,,,,,,,,,
Ross,"Okay, that's it. I cannot make this decision! It is",anger,0000302,Monica,"A Magic Eight ball?! You can't be serious, you can't make this decision with a toy!",disgust,0000005,Phoebe,"Ooh, it's not a toy.",non-neutral,1011110,Ross,"Well, I don't know what else to do.",sadness,0031100,Ross,"I mean, I either keep my wife and lose one of my-my-my best friends or I keep my friend and get divorced the second time before I'm 30!",non-neutral,0022100,Ross,"So-so if anyone has-has a better suggestion, let's hear it!",non-neutral,2002100,Ross,'Cause I-I got nothing!,non-neutral,0020102,Ross,"All right, don't be shy, any suggestion will do.",non-neutral,2011100,Ross,Okay then.,neutral,3000101,Ross,Here we go.,neutral,3011000,Ross,"Magic 8 Ball, should I never see Rachel again?",non-neutral,2021000,Ross,Ask again later.,neutral,3010010,Ross,Later is not good enough.,anger,1000301,Ross,Ask again later.,neutral,3000101,Ross,What the hell!,anger,0000410,Ross,This is broken!,anger,0000500,Ross,It-it is broken!,anger,0000500,Monica,"All right, let me see.  Will Chandler have sex tonight?  Don't count on it. Seems like it works to me.",neutral,3100010,,,,,,,,,,,,,,,,,,,,,,,,
The Fan,Excuse me.,neutral,5000000,Phoebe,Yeah?,neutral,4000010,The Fan,Are you Phoebe Buffay?,neutral,4100000,Phoebe,Yeah.,neutral,4000010,The Fan,"Can-can I get your autograph, Im your biggest fan.",joy,0400010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoebe,"I think she took it pretty well. You know Paolo's over there right now, so...",neutral,3010010,Ross,"Ah...ooh! Well, looks like, uh, we kicked your butts.",joy,1300010,Joey,"No-no, she kicked our butts. You could be on the Olympic standing-there team.",non-neutral,0200120,Ross,"Come on, two on one.",neutral,3100010,Chandler,"What are you still doing here? She just broke up with the guy, it's time for you to swoop in!",surprise,1000130,Ross,"What, now?",surprise,0000050,Joey,"Yes, now is when you swoop!",joy,2300000,Joey,"You gotta make sure that when Paolo walks out of there, the first guy Rachel sees is you, She's gotta know that you're everything he's not!",joy,2300000,Joey,"You're like, like the anti-Paolo!",non-neutral,1200011,Chandler,My Catholic friend is right.,neutral,4000010,Chandler,She's distraught.,neutral,4010000,Chandler,You're there for her.,neutral,5000000,Chandler,"You pick up the pieces, and then you usher in the age of Ross!",joy,2300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachel,"Well, I just called Joshua",neutral,5000000,Phoebe,"Oh, how did it go?",non-neutral,2001020,Rachel,"Well, I did my best to convince him that Im not some crazy girl who is dying to get marriedIm just going through a hard time.",neutral,3020000,Phoebe,What did he say?,neutral,4000010,Rachel,"Well uh, his answering machine was",non-neutral,2020001,Monica,"Ohh, sweetie!  Hey, I bet you anything that hes gonna call you again.",non-neutral,1120010,Rachel,"Yeah, maybe, but I dont think I even care.",sadness,2030000,Rachel,I dont think hes the one Im sad about.,sadness,0050000,Rachel,"Yknow, I know that I said that I am totally okay with Ross getting married, but as it turns out, I dont think Im handling it all that well.",sadness,0050000,Phoebe,"Yeah, maybe.",sadness,2030000,Rachel,And I-I am just trying to figure out why.,sadness,0050000,Phoebe,Any luck?,non-neutral,2011010,Rachel,"Well, yeah, yknow how Ross and I were on again, off again, on again, off again?",sadness,2030000,Rachel,"I guess I just figured that somewhere down the road, we would be on again.",sadness,1040000,Monica,Again. Yknow what? I think we all did.,non-neutral,1120010,Ross,Hey!,non-neutral,0200120,Joey,I dont get it!,surprise,1000130,Joey,It was in my room all night!,non-neutral,0000221,Joey,"And if she didnt take it, and I didnt take it; and you  didnt take it, then who did?",non-neutral,1001210,Joey,Shh!,anger,1100300,Joey,Were trying to think!,anger,1100300,,,,,,,,,,,,
Joey,"This is the unit for you my friend. Sturdy construction, tons of storage compartments, some big enough to fit a grown man.",neutral,4000010,Guy,What?!,surprise,0000050,Joey,Oh yeah!,joy,0300020,Joey,I got in there myself once.,neutral,5000000,Joey,"My roommate bet me five bucks that I couldnt, and then he stuck a board through the handles that locked me in.",neutral,3000011,Joey,Yeah.,neutral,5000000,Joey,It was funny til I started feeling like I was in a coffin.,non-neutral,2011100,Guy,"No, you, you cant fit in that thing. Thats not deep enough.",neutral,3000110,Joey,"Oh yeah?  If I cant, Ill knock five bucks off the price off the unit.",non-neutral,2000120,Guy,"All right, you have yourself a deal.",neutral,4100000,Joey,Okay.  See?! I told ya!,surprise,0200030,Joey,"Sometimes I get in here just to get away from it! Hey, a nickel!!",non-neutral,1200020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joey,Hey! Whats up?,neutral,3200000,Rachel,Hey!,non-neutral,1200020,Joey,"Hey-hey, whos your friend?  Hey!!",joy,0400010,Erin,Hey Joey!,joy,1400000,Joey,Erin! Still here!,joy,2300000,Rachel,"Yeah, we ended up spending the day together and had such a great time!",joy,0401000,Joey,Why wouldnt ya? Erin is great! Then-then theres you guys.,joy,2300000,Erin,"Ohh, listen. Ive got to get going. Today was great, thanks!",joy,1400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonnie,I think I brought back half of the beach in my hair. It was so much easier when I used to shave my head.,non-neutral,0200102,Rachel,"Y'know, I gotta tell ya, I just",neutral,5000000,Bonnie,Really?!,surprise,0000050,Rachel,Ohh!,surprise,0000050,Bonnie,Because I think about shaving it all off again sometime.,neutral,4001000,Rachel,Really?!,surprise,0100040,Bonnie,Yeah!,joy,2300000,Rachel,I mean you definitely should do that.,neutral,3200000,Bonnie,"Y'know what, I should do it.",joy,2300000,Rachel,Yeah!,joy,1400000,Bonnie,"Yeah, thank you Rachel, you are soo cool.",joy,0400010,Rachel,"Awww, stop. Come on. Now go shave that head!",neutral,3200000,Bonnie,All right.,neutral,3200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
